filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,label
blues.00075.0.wav,0.4955942034721374,0.0782359167933464,0.1571583896875381,0.0073369904421269,2099.5797045502272,474554.33433765767,2315.227693502139,123146.7483043201,blues
blues.00075.1.wav,0.4094830751419067,0.0859266594052314,0.2134883254766464,0.0070672109723091,2378.91047743185,503358.6752126949,2219.169128788439,81549.87332943351,blues
blues.00075.2.wav,0.4337148666381836,0.0866576135158538,0.2005858719348907,0.0062223728746175,2124.4203977226343,391299.9039971261,2190.646169701006,74908.48955809821,blues
blues.00075.3.wav,0.5086598992347717,0.0731175392866134,0.1960435658693313,0.0097373081371188,2220.230416663293,455504.6610372944,2296.2240777507363,120981.95012130302,blues
blues.00075.4.wav,0.4457128643989563,0.0790541321039199,0.252391368150711,0.0044363113120198,2488.8051669181264,266094.42135443306,2211.3068681825994,44877.35280898451,blues
blues.00075.5.wav,0.4609516561031341,0.0828884616494178,0.2055214047431945,0.0076739559881389,2033.8813517060012,354318.9442360949,2170.7649573262065,118282.7282802876,blues
blues.00075.6.wav,0.4713060557842254,0.084648996591568,0.1743810474872589,0.0092132184654474,2118.718731058266,570590.9900087562,2330.0412233594207,144741.66226588568,blues
blues.00075.7.wav,0.5026558637619019,0.0731451511383056,0.1616636216640472,0.0074217924848198,2134.779667834553,562817.9372429054,2314.469853502309,111847.45778624382,blues
blues.00075.8.wav,0.4541436731815338,0.0764123797416687,0.1881686002016067,0.0067187980748713,2525.177207694193,269019.34035297023,2256.152206899641,43556.78318321942,blues
blues.00075.9.wav,0.4639890193939209,0.0820171684026718,0.1730252504348755,0.0075977691449224,2102.334519303167,510007.0638986263,2236.3979444572105,106666.63998482189,blues
blues.00076.0.wav,0.3607727885246277,0.0838415771722793,0.1908235698938369,0.0054453648626804,2653.8089954271886,148195.86326427828,2536.2783415423523,32065.36982619432,blues
blues.00076.1.wav,0.3332680761814117,0.0906112268567085,0.2293113023042678,0.0027480896096676,2649.863628725747,212315.98005235253,2443.635648668278,55039.42421559737,blues
blues.00076.2.wav,0.3899405896663666,0.0839629843831062,0.1926758736371994,0.003697246313095,2644.3471332161757,137749.57147717767,2451.1947617942487,41927.85045593563,blues
blues.00076.3.wav,0.3710110485553741,0.0873580574989318,0.2353304922580719,0.0034644263796508,2769.691041991461,171687.77946851205,2448.077803254747,58440.66240428237,blues
blues.00076.4.wav,0.3894051909446716,0.0827890858054161,0.2106222659349441,0.0043144249357283,2715.835531275473,209238.6881581517,2450.012089001579,59591.88713373689,blues
blues.00076.5.wav,0.3878144025802612,0.0955921933054924,0.2338430285453796,0.0045106927864253,2669.660300389338,176593.05952469006,2365.642083816367,42490.953511802,blues
blues.00076.6.wav,0.401480108499527,0.0831910446286201,0.1982529312372207,0.0028119622729718,2517.8399210466646,170411.3198222852,2391.810337971493,37563.16187538577,blues
blues.00076.7.wav,0.3104805946350097,0.0917843952775001,0.2649069428443908,0.0069025149568915,2482.315491835389,173871.66000483534,2319.0580550053774,46054.01510423447,blues
blues.00076.8.wav,0.3934238851070404,0.0826212540268898,0.1996368020772934,0.0052072452381253,2723.0440560603856,184803.60634595007,2478.6079070099336,45030.29887040964,blues
blues.00076.9.wav,0.3305562436580658,0.0903365984559059,0.2342801988124847,0.0026664091274142,2605.924150980621,227147.8388760892,2377.3985452869038,53480.25572478304,blues
